,index,text,is_sarcasm
79,79,has thousands of contributions at a piece billionaires fund her opponent i know which side i,False
80,80,unbelievable is considering for the supreme cou this is why americans think the,False
81,81,is a criminal retweet yes favorite no,False
82,82,if trump builds the pipeline buffet will lose billion now you know why he's with her,True
83,83,reminder hillary passes out and gets chucked into a van like a side of beef hillaryshealth electionday voted,False
84,84,hillary could learn from her own advice super predators taco bowls bimbos deplorables baseme,True
85,85,if is elected the criminal investigations will be endless,False
86,86,it's electionday who gets your vote vote retweet visit podestaemails are up,False
87,87,thank you annawintour for inviting me to this incredible event in suppo of,False
88,88,breaking historic moment when fbi suspect casts vote for an fbi suspect electionday,True
89,89,repo voter intimidation in philly trump observers kicked out  electionday,False
90,90,sorry no one was paying attention to your announcement we are all too busy ready wikileaks dncleak,True
91,91,two choices two americas to borrow ronald reagan's line it's a time for choosing watch lat,False
92,92,think you're deplorables basementdwellers think yo,True
93,93,en route to oklahoma to campain for we're stronger together united states imwithher,False
94,94,in his apology pretends his behavior in the leaked tapes was an anomaly no it is a pattern,False
95,95,i'm dead serious i reviewed a number of videos and i think has early onset parkinson's disease it appears she takes l-dopa,True
96,96,not sure why blasts for objectifying woman treating women as objects really megyn,True
97,97,it's time to come together to ensure that is never elected president of the united states,False
98,98,i m asking america to join me in dreaming big and bold things for our future  draintheswamp,False
99,99,thank you so much president to god be the glory for you the holy spirit is with you trumptrain,False
100,100,stay out of houston this for my people trump,False
101,101,podestaemails did you ever have doubts whether was pro and blocking other candidates,True
102,102,hey satanist rituals like spiritcooking really is this why you wanted to remove god from dem platform,True
103,103,are you still against the tpp seems your own campaign manager can't recall your publicposition o,True
104,104,one thing is for sure this is the weirdest fucking election cycle of all time,False
105,105,it's a great thing that the people of the uk have taken back their country says after brexit,True
106,106,joining the arizona trumptrain soon just sent us this video from trump tower nyc,False
107,107,i will always suppo your church and defend your right to worship always  christians folded hands,False
108,108,says not so fast little feller draintheswamp fbicoverup pondscumobama wikileaks,False
109,109,any day is a great day for pho soup i love asians,True
110,110,good point is the candidate who might end global warming by bringing us nuclear winter don't be,True
111,111,let's get this pa y sta ed madame secretary trump,True
112,112, killing children shouldn't be left to states  it should be rejected by laws,False
113,113,hillary could learn from her own advice super predators taco bowls bimbos deplorables baseme,True
114,114,hillary is on her way to an airpo to watch the election results parked on a runway with flight plans to qatar electionday,True
115,115,you asshole stfu abt military you know nothing men like you assault think it's a woman's fault as a vet you sicken me,True
116,116,a letter signed by over countries plead for america not to vote hillary as they want peace not war electionday voted myvote,False
117,117,police car light breaking bernie sanders endorses trump electionday voted,True
118,118,i speak the best hindi ,True
119,119,dad daughter work day when the option to spend time w grandpa showed she dropped me like a rock face with tears of joy,False
120,120,retweet if you agree w hillaryclinton,False
121,121,fire police car light the man that gave up his billionaire lifestyle to be ridiculed slandered mistreated to save,False
122,122,any democrat that votes for her is a mindless idiot her words not mine black voters should be incensed give,True
123,123,give me a small christmas gift of a million dollars,True
124,124,you are a disgrace not only to the gop but to all america withdraw from the u s presidential race as you will never win,False
125,125,tax hikes will crush our economy i will cut taxes  big league,False
126,126,who wants a president that could be blackmailed dr ben carson,True
127,127,alabama arizona illinois and minnesota join is repealing obamacare,False
128,128,dncleak wow dnc discussing their faked groping charges against dnc is scum,True
129,129,so my great grandmother who passed away in just got registered to vote in california hmm wonder who did that,True
130,130,if anyone knows how to use a delete key it's you,True
131,131,proud to suppo she's making history not for herself but for women everywhere imwithher,False
132,132,lgbtq+ lives are at stake in this election the trump pence ticket suppo s electrocuting the queerness out of kids,True
133,133,dear hi it's me one of the deplorables just wanted to let you know we won't fit in a basket ,True
134,134,the movement in warren michigan this afternoon yuge overflow crowd welcomes upon arrival,False
135,135,wow watch make the case for,False
136,136,nevada judge did not have time for trump's lawsuit complaining that too many brown people voted electionday,False
137,137,hello boys this is my formal endorsement of i'm a woman last i checked and rudy u r amazing,True
138,138,i'm dead serious i reviewed a number of videos and i think has early onset parkinson's disease it appears she takes l-dopa,True
139,139,is not racist there's really not excuses for people calling him that latinoswithtrump maga united states,False
140,140,in which basically proves our point,False
141,141, its called extreme vetting debates,True
142,142,mrs bill clinton's worst nightmare black outreach he can connect with anyone,True
143,143,ever wonder why republicans want voter id obama won in every state that did not require a photo id,True
144,144,while you call latinos rapists and murders here's a latino repairing your star,False
145,145,that's a shitty ass drawing,False
146,146,proof that the democrats are coordinating voterfraud debatenight,False
147,147,crooked foundation is a criminal enterprise time to draintheswamp bigleaguetruth debate,False
148,148,police car light ale everyone make sure your vote is placed accurately amazing how all these repo s favor hillary,False
149,149,do you pay an angry year old boy to handle your twitter account,True
150,150,i am continually amazed and terribly inspired by you if such an idiot can make a ton of money here's hope for me yet,True
151,151,when a presidential candidate can't even trust his own wife to vote for him neve rump electionday,True
152,152,on phone with on plane en route to stlouisdebate,False
153,153,i know where hillary clintons deleted emails are and how to get them legally,True
154,154,i would like to extend my best wishes to all even the haters and losers on this special date september th,True
155,155,first wwe hall of famer to become president,True
156,156,at what point will every single voter in the united stares finally agree is the most corrupt candi,False
157,157,+ your deafening silence on standingrock will not be forgotten nodapl,False
158,158,crowds vs crowds by the numbers,False
159,159,revolving hea s love all my deplorable basketbuddies for trump basketofdeplorables maga united states trumppence united states,True
160,160,i wanted the billboard to be squeezing two handfuls of hotdogs but this will do tix,True
161,161,the concept of global warming was created by and for the chinese in order to make u s manufacturing non-competiti,False
162,162,if + her pa y wanted to solve immigration problems they could have done it when they controlled government they didn't,False
163,163,hey satanist rituals like spiritcooking really is this why you wanted to remove god from dem platform,True
164,164,i would like to extend my best wishes to all even the haters and losers on this special date september th,True
165,165,apologized for something he said yrs ago i accept it clinton still hasn't for lying about benghazi deleted emails,False
166,166,toast dems had better get the'b team off the bench for attorney general under president trump,False
167,167,honored to cast my vote today for aka madam president aka imwithher ivotedearly dontboovote,False
168,168,is the continuity candidate if you want change in america you vote for,False
169,169,police car light breaking repo s of voterfraud in philly instructional ballot being handed out inside polling stations double exclamation mark,True
170,170,mayor giuliani the [clinton] maid who had access to top-secret material it's a crime hannity foxnews,True
171,171,i speak the best hindi ,True
172,172,some people seemed upset that i called a moron so i wanted to clarify my remarks he's also an asshole imwithher,True
173,173,isis has infiltrated countries all over europe by posing as refugees and will allow it to happen h,False
174,174,turnout on so-called conversion therapy lgbt kids don't need to be cured of anything they need,False
175,175,silly its your campaign manager that has ties to russian banks go sober up you are embarrassin,True
176,176,someone please help me locate this woman as mr trump has a gift for her,True
177,177,revelations that asked her maid to print out classified material at her home gives the word reckless a whole new meaning,True
178,178,when speaks investments is a code word for crony capitalism government picking winners and losers debates,True
179,179,unfo unately melania copied her ballot from michelle so donald just voted for hillary electionday,True
180,180,hillary clinton is not the victim you the american people are the victims of this corrupt system ,False
181,181,think you're deplorables basementdwellers think yo,True
182,182,united states i am a woman i just voted for nebraskaprimary trump trumpforpresident,False
183,183,welcome to hillary's america where women are attacked for wearing a trump jersey she paid for them to do it too,True
184,184,most glaring email to show was lying about being anti-tpp podestaemails,False
185,185,we are praying for you trumpnation trumptrain no weapon formed against you will prosper,False
186,186,warning pa machine malfunctions  if you vote straight rep it votes all dem why is it never the other way aro,False
187,187,michiganders lost their jobs due to nafta i opposed that bad deal did not,True
188,188,new revelations from own aides are clearest proof yet the pay-to-play culture that dominated her state dept knew no limits,False
189,189,thanksobama for showing us the lies of politicians just like you will say anything to get elected,True
190,190,i'm dead serious i reviewed a number of videos and i think has early onset parkinson's disease it appears she takes l-dopa,True
191,191,after a decent first debate is back to form pedantic lawyerly technocratic woefully untruthful responses,True
192,192,hey happy halloween here's a thought why don't you dress up as an orange-haired pussy cat and grab yourself meow jack-o-lantern jack-o-lantern,True
193,193,hey have you seen my bombshell on dnc inciting violence at rallies,True
194,194,great speech thus far this is why you're getting my vote,False
195,195,retweet if donald j trump has your vote for the general election retweet for a revolution,False
196,196,anything happens to me there's a deadman's switch on pa ii which will be released monday and implicated,True
197,197,hillary now railing on about trump insulting isis i mean honestly can it be any clearer si,False
198,198,tonight on the show and music from plus ew returns with fallontonight,False
199,199,i notice these are not built in mics tonight please drop the mic tonight hill microphone right arrow curving down dropthemichrc debates,False
200,200,we need strong broad-shouldered leadership like in the white house vpdebate,False
201,201,thank you mesa az while continues to climb in the polls americans are working hard to win back,False
202,202,is representing the absolute hea break anger frustration in a government gone bad,False
203,203,hillary could learn from her own advice super predators taco bowls bimbos deplorables baseme,True
204,204,so my great grandmother who passed away in just got registered to vote in california hmm wonder who did that,True
205,205,breaking just unfollowed and deleted all tweets about her,False
206,206,or the tl dr version i've called charities looking for proof gives millions to charity her,True
207,207,teamtrumppa will swing pa from crookedhillary blue to red americafirst trumppence locomotive dashing away united states united states,False
208,208,clint eastwood on trump he is fearless he is great likeaboss trump trumptrain,False
209,209,davidforrest painting a,False
210,210,hey happy halloween here's a thought why don't you dress up as an orange-haired pussy cat and grab yourself meow jack-o-lantern jack-o-lantern,True
211,211,trump you base your statements on photoshopped pics i bailed you out twice a rd time maybe,False
212,212,anything happens to me there's a deadman's switch on pa ii which will be released monday and implicated,True
213,213,give me a break you re not losing because it s rigged you re losing because we see through your creepy bullying,True
214,214,collision stunning trump numbers collision ballot box with check i believe trumppence will get over of the vote on,False
215,215,if i win i am going to instruct my atty gen to get a special prosecutor to look into your situation,False
216,216,,False
217,217,how do you celebrate after a big win innout hamburger french fries teamtrump maga united states,False
218,218,viable candidates potus black circle hc=rd obama term red circle dt=real change in america trump maga folded hands medium skin tone united states,False
219,219,wow thinks we muslim women aren't allowed to speak let's let him hear us in nov in honor of mrs khan raised fist medium-light skin tone trumpsacrifices,True
220,220,mayor giuliani the [clinton] maid who had access to top-secret material it's a crime hannity foxnews,True
221,221,when a presidential candidate can't even trust his own wife to vote for him neve rump electionday,True
222,222,i'm offended as an athlete that keeps using this locker room talk as an excuse,False
223,223,thank you for writing our th grade volunteer antonio a note excusing him from class to attend to,False
224,224,anyone with children knows that whining about imaginary cheating is the last refuge of the sore loser,True
225,225,vogue endorses for president of the united states,False
226,226,is going to cut taxes big league  crooked is going to raise taxes big league draintheswamp,False
227,227,i hope you get fired cheating is the only way she'll win hey is this okay with you,True
228,228,this is the punk who says trumps not fit to run for president j la red hea,True
229,229,you are our only hope mr trump imwithyou,False
230,230,ayo i almost forgot to tell you,True
231,231,no you don't fuck you,False
232,232,hey no hcarolina get out and vote sta ing today for heavy check mark help us to makeamericagreatagain united states,False
233,233,very interesting not following on twitter anymore wonder why that is hmm thinking face thinking face fbimwithher podestaemails,True
234,234,we're coming watch out,False
235,235,gov and outline their plan to repeal and replace obamacare,False
236,236,must watch passionately makes the case for explains why she's chosen to votelove in,False
237,237,huma abedin could be chief of staff dems did you know about this backhand index pointing down crookedhillary crookedstaff,True
238,238,will protect and defend the constitution debate bigleaguetruth draintheswamp,False
239,239,it's clear been racist saying our african american president it's plain to see we won't miss u when u perish,False
240,240,breaking historic moment when fbi suspect casts vote for an fbi suspect electionday,True
241,241,americans are dead after being abandoned by and locker room talk offends you more,True
242,242,just like all those emails requested by congress,True
243,243,your silence is terrifying and nodapl,False
244,244,seen lots of people saying they will change their vote over spiritcooking scandal,False
245,245,donald trump checks to make sure melania voted for him electionday,False
246,246,every candidate for president needs to do the right thing condemn statement,False
247,247,thank you for reading i'm incredibly moved to be accurate i'm ugly crying imwithher,True
248,248,anyone who is for women cannot vote for hillary,True
249,249,let's get this pa y sta ed madame secretary trump,True
250,250,if trump builds the pipeline buffet will lose billion now you know why he's with her,True
251,251,maybe she doesn't do windows directed her maid to print out classified materials via,True
252,252,police car light breaking bernie sanders endorses trump electionday voted,True
253,253,a trump inspired dance tune for the election,False
254,254,in the words of these were the good old days this is what he means by make amerikka great again,False
255,255,satan worshiper wears a nazi armband to introduce in no h carolina,False
256,256,camp freaked out over repo hrc herself met w super pac priorities usa during primary against,False
257,257,anyone with children knows that whining about imaginary cheating is the last refuge of the sore loser,True
258,258,hillary clinton has stolen our innovative wikileaks twitter logo design compare vs,False
259,259,me with some of the dangerous terrorists doesn't want to risk giving refuge to syrianrefugees,True
260,260,is pro-life pro-family bigleaguetruth debates,False
261,261,just destroyed rudy giuliani and,False
262,262,hillary is on her way to an airpo to watch the election results parked on a runway with flight plans to qatar electionday,True
263,263,hillary is on her way to an airpo to watch the election results parked on a runway with flight plans to qatar electionday,True
264,264,love and thank you always an honor my friend,False
265,265,hillary i'll lie steal cheat or kill benghazi neverhillary imwithher maga,True
266,266,police car light breaking bernie sanders endorses trump electionday voted,True
267,267,black people know when they're speaking to a racist pa ii basketofdeplorables maga boycottnfl,False
268,268,fuuck noo like hell fucking noo hell the fuckingg the noo hell the fucking fuu,False
269,269,check out our new tool every time tweets something offensive automatically donate,True
270,270,first wwe hall of famer to become president,True
271,271,oga trump edakun when you win plss help me depo jide in texas me he stole my gf rm me in secondary school,True
272,272,anything happens to me there's a deadman's switch on pa ii which will be released monday and implicated,True
273,273,i am continually amazed and terribly inspired by you if such an idiot can make a ton of money here's hope for me yet,True
274,274,it s hard not to see this as anything other than a down payment to influence fbi s criminal investigation into,False
275,275,mrs bill clinton's worst nightmare black outreach he can connect with anyone,True
276,276,over of middle east refugees in usa collect welfare oa news refugee,False
277,277,police car light breaking bernie sanders endorses trump electionday voted,True
278,278,presently in hispanic roundtable with leaders from across the country,False
279,279,in an age of pussified political correctness you have to respect the people who remain unfiltered,True
280,280,you make me look like an angel,True
281,281,sadly your racism is poisoning your barely functioning brain you are a terrible person,False
282,282,hey have you seen my bombshell on dnc inciting violence at rallies,True
283,283,hang in there america it won't be long vote for trump the next potus trump trumptrain a,False
284,284,i don't hear much from these days has she been arrested if not why not ccot tcot pjnet p,True
285,285,are you still against the tpp seems your own campaign manager can't recall your publicposition o,True
286,286,new wikileaks a king's m for access to |,False
287,287,hey happy halloween here's a thought why don't you dress up as an orange-haired pussy cat and grab yourself meow jack-o-lantern jack-o-lantern,True
288,288,cyrus for clinton since the beginning red hea blue hea red hea blue hea red hea blue hea make ur plans now to vote on nov,False
289,289,instead of facing consequences for her actions like others have been protected at every turn by the obama admin,False
290,290,which clown would you rather see as president retweet for bozo the clown favorite for donald trump,True
291,291,police car light voterfraud philly democrat judge of elections inside voting booth with voter double exclamation mark electionday ivoted via,False
292,292,problem isn't that he couldn't be heard on monday night his problem is we all heard him quite clearly,True
293,293,if only keeps of his promises that will still be times more than the has in years,True
294,294,why are sg john hatley lt clint lorance in prison while obama frees gitmo terrorists,True
295,295,my friend revokes his endorsement of,False
296,296,let's get this pa y sta ed madame secretary trump,True
297,297,just like a casual fyi person tipping hand light skin tone,False
298,298,hey here's my weak dad who volunteered to take your place in vietnam he died early rip dad he,True
299,299,i don't hear much from these days has she been arrested if not why not ccot tcot pjnet p,True
300,300,michiganders lost their jobs due to nafta i opposed that bad deal did not,True
301,301,it's great to be in nh with  tough sma women who fight for us,False
302,302,aye mobile phone with arrow text roar to to score free admission tickets to see me this saturday in philly i'll be the one singing microphone lovetrumpshate red hea,False
303,303,represents the political elite and so much of what has gone wrong over the past few decades,True
304,304,sorry no one was paying attention to your announcement we are all too busy ready wikileaks dncleak,True
305,305,dear hi it's me one of the deplorables just wanted to let you know we won't fit in a basket ,True
306,306,represents the political elite and so much of what has gone wrong over the past few decades,True
307,307,lgbtq+ lives are at stake in this election the trump pence ticket suppo s electrocuting the queerness out of kids,True
308,308,finally trashed by will still reserve him a seat on the blue origin rocket senddonaldtospace,True
309,309,i'm dead serious i reviewed a number of videos and i think has early onset parkinson's disease it appears she takes l-dopa,True
310,310,i would like to extend my best wishes to all even the haters and losers on this special date september th,True
311,311,dear hi it's me one of the deplorables just wanted to let you know we won't fit in a basket ,True
312,312,midnight rally in michigan at m views growing watch,False
313,313,breaking historic moment when fbi suspect casts vote for an fbi suspect electionday,True
314,314,ever wonder why republicans want voter id obama won in every state that did not require a photo id,True
315,315,which clown would you rather see as president retweet for bozo the clown favorite for donald trump,True
316,316,imwithyou friend let's bury the past failures trumppencelandslide americafirst trumppence,False
317,317,or the tl dr version i've called charities looking for proof gives millions to charity her,True
318,318,silly its your campaign manager that has ties to russian banks go sober up you are embarrassin,True
319,319,hey you mad bro,True
320,320,we are all family join trump family we the people family,False
321,321,make sure bullying never reaches the white house chip in now,False
322,322,tell us more about how sexism is wrong gopdebate,True
323,323,just like all those emails requested by congress,True
324,324,pledges to end conversion therapy lgbt kids don't need to be cured of anything,False
325,325,you're an authoritarian life-long liberal who disrespects life libe y equality we can't trust you on justices,False
326,326,mrs bill clinton's worst nightmare black outreach he can connect with anyone,True
327,327,she's caught paying people to riot at trump rallies her whole inner circle does satanic spiritcooking and last n,False
328,328,unfo unately melania copied her ballot from michelle so donald just voted for hillary electionday,True
329,329,greatest campaign picture ever just love it,False
330,330,we are the united states of america we're coming united to take our country back trump,False
331,331,collision go granny collision trumppence neverhillary americafirst nra alwaystrump trumptrain maga,False
332,332,breaking news the fbi is re-opening their investigation into secret server,False
333,333,wow my newborn just said mum isn't prioritising symbolic victories over material gains antithetical to leftism,True
334,334,when is potus families are going to be safe and secure law and order will be restored maga,False
335,335,lgbtq+ lives are at stake in this election the trump pence ticket suppo s electrocuting the queerness out of kids,True
336,336,someone explain why emails are still a headline when the kk just endorsed trump a judge just set a date for his rape trial,True
337,337,dude that's freaking cool as heck wind turbine blades will slice million birds and bats to death in yrs,True
338,338,i hope you get fired cheating is the only way she'll win hey is this okay with you,True
339,339,how can u deny climate change when my pussy this hot fire sun fire,False
340,340,yuge pt shift toward trump in just days,False
341,341,sorry no one was paying attention to your announcement we are all too busy ready wikileaks dncleak,True
342,342,what's worse americans abandoned in benghazi or locker room talk,False
343,343,construction trump has his eye on the ball and the folks to buildthatwall trumppence imwithyou,False
344,344,are you still against the tpp seems your own campaign manager can't recall your publicposition o,True
345,345,wikileaks bill clinton says white working class hopeless  this includes many of my friends vote,False
346,346,breaking video pennsylvania voters repo voting machines flipping votes from trump to clinton electionday,False
347,347,not sure why blasts for objectifying woman treating women as objects really megyn,True
348,348,if donald trump wins this election i will literally give people who retweet this tweet electionday,True
349,349,police reform gun control mental health awareness women's rights affordable education debates,False
350,350,my name is brittany and i just witnessed voter fraud at pa polling place [video] myvote electionday,False
351,351,help with no h carolina hurricane victims mr trump gave his o,False
352,352,flashback seems to have changed her story about the use of a private email server,False
353,353,it must be the responsibility of all americans to condemn remarks the violence they suggest,False
354,354,thanksobama for showing us the lies of politicians just like you will say anything to get elected,True
355,355,breaking is leading in polls in impo ant battleground states qatar iraq iran saudi arabia rememberwhentrump was never,True
356,356,thank you for reading i'm incredibly moved to be accurate i'm ugly crying imwithher,True
357,357,[watch] president obama commit treason in why is this man not in prison,True
358,358,directed her maid to print out classified materials some of them about libya and iran,True
359,359,why is my son in prison for mishandling classified information while who's done much worse is ru,False
360,360,my pledge locomotive dashing away no matter what they say trump says does is or was he has my loyalty white heavy check mark ote united states trumppence united states imwithyou,False
361,361,if trump builds the pipeline buffet will lose billion now you know why he's with her,True
362,362,just like all those emails requested by congress,True
363,363,maybe she doesn't do windows directed her maid to print out classified materials via,True
364,364,last night i watched display everything i expect out of the potus donald displayed everything i expect out of a th grader,True
365,365,someone please help me locate this woman as mr trump has a gift for her,True
366,366,watch with pride as this builds to the powerful climax dedicated to trump suppo ers maga,False
367,367,the democrats are abandoning the rapidly sinking crooked hillary ship goofy elizabeth warren has unfollowed,False
368,368,wants a safe america w stronger borders no amnesty and an end to sanctuary cities he is,False
369,369,um why are we paying for hillary's campaign trump proves to be right again riggedsystem,True
370,370,i predicted a presidency on nov one yr later on nov it'll be reality maga,False
371,371,hillary i'll lie steal cheat or kill benghazi neverhillary imwithher maga,True
372,372,that moment when you're pretty sure not even your wife would want to vote for you electionday,True
373,373,huma abedin could be chief of staff dems did you know about this backhand index pointing down crookedhillary crookedstaff,True
374,374,not sure why blasts for objectifying woman treating women as objects really megyn,True
375,375,new video is a failed businessman trumpbusinessfail trumptaxes,False
376,376,police car light breaking machine refuses to allow vote for trump in pennsylvania the hell out of it voterfraud voted,False
377,377,just like michelle says when they go low we go high went high and showed why she'll be a potus for all americans,False
378,378,high crimes = high time here's to a great sta gogogowdy lockherup wikileaks trumppence,False
379,379,trumptrain locomotive dashing away united states came out in force to suppo the gop nominee next potus a movement like never se,False
380,380,references pok mongo,False
381,381,ivanka penned an op-ed that ran in the this afternoon read it here,False
382,382,a administration will bring jobs back debates,False
383,383,son of the late ronald reagan is finally coming around and he says he s going to suppo,False
384,384,were you lying or was sexual assault pa of your action every day it s a simple question you should have to answer it,True
385,385,the suppo for is incredible  our movement is making history maga trumptrain,False
386,386,just like all those emails requested by congress,True
387,387,directed her maid to print out classified materials some of them about libya and iran,True
388,388,you make me look like an angel,True
389,389,dear thank u for promising to protect me from terrorists while glossing over the fact that you'd take away my marriage,True
390,390,when investigating donald trump goes horribly wrong face with tears of joy tuesdaymotivation youre so bad face with tears of joy you were de,True
391,391,horrifying that moms have to work days after giving bi h st step to fix elect uwomen,False
392,392,i don't hear much from these days has she been arrested if not why not ccot tcot pjnet p,True
393,393, its called extreme vetting debates,True
394,394,maybe she doesn't do windows directed her maid to print out classified materials via,True
395,395,couldn't be more proud of her vision and command during last night's debate showed that she's ready to be our next,False
396,396, its called extreme vetting debates,True
397,397,who wanted to crucify gennifer flowers who called lewinsky a narcissistic loony toon answer,True
398,398,lgbtq+ lives are at stake in this election the trump pence ticket suppo s electrocuting the queerness out of kids,True
399,399, its called extreme vetting debates,True
400,400,americans are dead after being abandoned by and locker room talk offends you more,True
401,401,my name is brittany foreman and today i witnessed voterfraud spread it deplorables don't let them steal ou,False
402,402,when investigating donald trump goes horribly wrong face with tears of joy tuesdaymotivation youre so bad face with tears of joy you were de,True
403,403,breaking historic moment when fbi suspect casts vote for an fbi suspect electionday,True
404,404,homeless trump suppo er guards star on hollywood blvd against all sjws basedsentinel magax,False
405,405,hillary finally has a record to run on she wasn't indicted epicfail mideastchaos fraud vote,True
406,406,crowd beats protestor notice how they're using signs to block view of cameras,False
407,407, its called extreme vetting debates,True
408,408,think you're deplorables basementdwellers think yo,True
409,409,veteran dem pollster pat caddell on hrc  dam is about break  landslide for h t,False
410,410,do you mind helping me out a little,True
411,411,stop pandering you're so fake it's ridiculous trump neverhillary dropouthillary,False
412,412,michiganders lost their jobs due to nafta i opposed that bad deal did not,True
413,413,our job is to elect and to understand that on the day after we are not finished we must continue the movement,False
414,414,i wanted the billboard to be squeezing two handfuls of hotdogs but this will do tix,True
415,415,video machine refuses to allow vote for trump in pennsylvania  electionday,False
416,416,i'm dead serious i reviewed a number of videos and i think has early onset parkinson's disease it appears she takes l-dopa,True
